region	Oct4	Sox2
chr3:137705170-137705270	0	1
chr3:138800094-138800194	1	0
chr3:139424066-139424166	0	1
chr3:139554989-139555089	0	0
chr3:140278547-140278647	0	0
chr3:141034272-141034372	1	0
chr3:141628466-141628566	1	0
chr3:142285097-142285197	1	0
chr3:143610848-143610948	0	0
chr3:143670661-143670761	1	0
chr3:146174089-146174189	0	1
chr3:147311226-147311326	1	0
chr3:150269378-150269478	1	0
chr3:150323021-150323121	0	0
chr3:150461903-150462003	1	0
chr3:152947012-152947112	0	0
chr3:153119953-153120053	0	0
chr3:154073024-154073124	0	1
chr3:154966571-154966671	0	0
chr3:155597868-155597968	1	0
chr3:155805911-155806011	1	0
chr3:155967285-155967385	0	1
chr3:156551936-156552036	1	0
chr3:156855866-156855966	1	0
chr3:156862012-156862112	1	0
chr3:157757144-157757244	1	0
chr3:159539403-159539503	1	0
chr4:3721072-3721172	1	0
chr4:4937006-4937106	1	0
chr4:5368741-5368841	0	1
chr4:5841875-5841975	0	0
chr4:5940352-5940452	0	1
chr4:10642521-10642621	0	1
chr4:11820587-11820687	0	1
chr4:12824498-12824598	1	0
chr4:13466394-13466494	1	0
chr4:13806015-13806115	1	0
chr4:14115098-14115198	1	0
chr4:14364993-14365093	0	1
chr4:14460646-14460746	0	1
chr4:15360283-15360383	1	0
chr4:17403181-17403281	1	0
chr4:17879875-17879975	1	0
chr4:19627081-19627181	0	1
chr4:19973666-19973766	0	0
chr4:20546815-20546915	0	1
chr4:20636635-20636735	0	0
chr4:22671871-22671971	0	1
chr4:24535679-24535779	0	0
chr4:25037180-25037280	0	1
chr4:26479797-26479897	0	0
chr4:27839626-27839726	0	0
chr4:28565530-28565630	0	1
chr4:28888942-28889042	0	1
chr4:28903280-28903380	0	0
chr4:29018969-29019069	0	1
chr4:29720968-29721068	1	0
chr4:29721897-29721997	0	0
chr4:29775933-29776033	0	1
chr4:29904506-29904606	1	0
chr4:30072456-30072556	0	1
chr4:30478985-30479085	1	0
chr4:30796753-30796853	0	1
chr4:32912440-32912540	0	1
chr4:33017332-33017432	0	0
chr4:33413209-33413309	0	0
chr4:34485434-34485534	0	1
chr4:35992915-35993015	1	0
chr4:36715111-36715211	0	1
chr4:36825595-36825695	0	0
chr4:37362626-37362726	1	0
chr4:38234044-38234144	1	0
chr4:38309416-38309516	0	0
chr4:38460623-38460723	1	0
chr4:38480300-38480400	1	0
chr4:39001517-39001617	0	0
chr4:39023603-39023703	1	0
chr4:39106359-39106459	1	0
chr4:39141585-39141685	1	0
chr4:39780002-39780102	1	0
chr4:40009517-40009617	0	1
chr4:40275168-40275268	0	0
chr4:42117281-42117381	0	0
chr4:43402015-43402115	1	0
chr4:44098333-44098433	0	1
chr4:44484584-44484684	0	0
chr4:44929394-44929494	1	0
chr4:45497538-45497638	0	0
chr4:46706376-46706476	1	0
chr4:47469148-47469248	0	0
chr4:49021841-49021941	0	0
chr4:54546963-54547063	0	1
chr4:54571297-54571397	1	0
chr4:55222837-55222937	0	0
chr4:56213189-56213289	1	0
chr4:56879032-56879132	0	1
chr4:57092341-57092441	0	0
chr4:58309325-58309425	1	0
chr4:58878468-58878568	0	0
chr4:60188767-60188867	0	1
chr4:61117711-61117811	0	1
chr4:61188395-61188495	0	1
chr4:61694981-61695081	0	0
chr4:62847818-62847918	0	0
chr4:64705243-64705343	0	0
chr4:64893107-64893207	0	0
chr4:65358938-65359038	0	0
chr4:65612420-65612520	0	1
chr4:66074429-66074529	0	1
chr4:66717681-66717781	0	1
chr4:66965076-66965176	1	0
chr4:67162035-67162135	1	0
chr4:67769287-67769387	1	0
chr4:68231243-68231343	0	1
chr4:69900539-69900639	0	0
chr4:71387971-71388071	1	0
chr4:72861535-72861635	1	0
chr4:73210038-73210138	1	0
chr4:73969637-73969737	1	0
chr4:74437342-74437442	0	0
chr4:76233812-76233912	0	1
chr4:76778086-76778186	0	0
chr4:77134469-77134569	1	0
chr4:77161075-77161175	1	0
chr4:78932365-78932465	0	0
chr4:81058323-81058423	0	0
chr4:82310449-82310549	1	0
chr4:82401971-82402071	0	1
chr4:83298913-83299013	1	0
chr4:83419854-83419954	0	1
chr4:85855774-85855874	0	0
chr4:87758952-87759052	0	0
chr4:88388106-88388206	0	1
chr4:88455091-88455191	1	0
chr4:89053167-89053267	0	1
chr4:89437633-89437733	1	0
chr4:89481645-89481745	1	0
chr4:90174879-90174979	0	1
chr4:90722716-90722816	1	0
chr4:91658280-91658380	0	1
chr4:92136324-92136424	1	0
chr4:92935837-92935937	0	0
chr4:93890975-93891075	0	1
chr4:97460834-97460934	0	0
chr4:98046376-98046476	0	0
chr4:98475314-98475414	0	0
chr4:98496273-98496373	0	1
chr4:98777811-98777911	0	0
chr4:98856258-98856358	1	0
chr4:99522467-99522567	0	0
chr4:100538526-100538626	0	1
chr4:101820273-101820373	0	1
chr4:103234169-103234269	0	0
chr4:104476718-104476818	0	0
chr4:105263331-105263431	0	0
chr4:105671510-105671610	0	0
chr4:108059233-108059333	1	0
chr4:108266439-108266539	0	1
chr4:108520109-108520209	0	1
chr4:110126346-110126446	1	0
chr4:110692179-110692279	1	0
chr4:113939552-113939652	0	0
chr4:114292687-114292787	0	0
chr4:116233664-116233764	0	0
chr4:116817863-116817963	0	0
chr4:116929574-116929674	0	0
chr4:120293589-120293689	1	0
chr4:122389489-122389589	0	0
chr4:122877232-122877332	0	0
chr4:124436122-124436222	1	0
chr4:124465070-124465170	0	0
chr4:124971429-124971529	0	0
chr4:125092746-125092846	0	1
chr4:126475902-126476002	0	1
chr4:126738882-126738982	1	0
chr4:128816333-128816433	0	0
chr4:128942411-128942511	1	0
chr4:129637842-129637942	1	0
chr4:130200088-130200188	1	0
chr4:130386660-130386760	1	0
chr4:131406096-131406196	0	1
chr4:133572929-133573029	0	0
chr4:135180981-135181081	0	0
chr4:137615412-137615512	0	1
chr4:138432382-138432482	1	0
chr4:143022452-143022552	0	1
chr4:144590939-144591039	0	0
chr4:144932165-144932265	0	0
chr4:147713290-147713390	1	0
chr4:148933424-148933524	0	0
chr4:149391534-149391634	1	0
chr4:150673003-150673103	0	0
chr4:151954621-151954721	1	0
chr4:152041309-152041409	0	0
chr4:154828739-154828839	1	0
chr4_random:135997-136097	1	0
chr5:2567222-2567322	0	0
chr5:3325964-3326064	0	1
chr5:3350459-3350559	0	1
chr5:3873864-3873964	0	1
chr5:4329656-4329756	1	0
chr5:4637767-4637867	0	0
chr5:5177330-5177430	0	1
chr5:6363668-6363768	0	1
chr5:6655924-6656024	0	0
chr5:6764169-6764269	0	0
chr5:7785143-7785243	0	0
chr5:7792102-7792202	0	1
chr5:7995580-7995680	0	0
chr5:8061320-8061420	0	0
chr5:8293301-8293401	1	0
chr5:8929499-8929599	1	0
chr5:9691311-9691411	0	1
chr5:12792551-12792651	0	0
chr5:13250122-13250222	0	0
chr5:13411299-13411399	0	1
chr5:13752922-13753022	1	0
chr5:15361102-15361202	0	1
chr5:15602158-15602258	1	0
chr5:15621193-15621293	1	0
chr5:15748656-15748756	0	0
chr5:16179275-16179375	1	0
chr5:16509961-16510061	1	0
chr5:17518572-17518672	0	0
chr5:17943491-17943591	0	1
chr5:18673084-18673184	1	0
chr5:18846977-18847077	1	0
chr5:19544442-19544542	0	1
chr5:19569697-19569797	1	0
chr5:22173504-22173604	0	0
chr5:22398415-22398515	1	0
chr5:22977281-22977381	1	0
chr5:23167072-23167172	1	0
chr5:24258911-24259011	0	0
chr5:24865464-24865564	1	0
chr5:30836037-30836137	0	0
chr5:31075206-31075306	1	0
chr5:33431634-33431734	0	1
chr5:34487870-34487970	0	0
chr5:34866693-34866793	0	0
chr5:35944811-35944911	0	0
chr5:36570303-36570403	0	0
chr5:36951576-36951676	0	0
chr5:37747291-37747391	0	1
chr5:39433136-39433236	0	0
chr5:39948517-39948617	1	0
chr5:40263405-40263505	1	0
chr5:43499396-43499496	0	0
chr5:43822138-43822238	0	1
chr5:44404948-44405048	1	0
chr5:45093737-45093837	1	0
chr5:45545477-45545577	0	1
chr5:46454067-46454167	0	0
chr5:46822896-46822996	0	1
chr5:47660697-47660797	0	0
chr5:48759165-48759265	0	1
chr5:49043032-49043132	0	0
chr5:49197109-49197209	1	0
chr5:49980881-49980981	1	0
chr5:50286992-50287092	1	0
chr5:50883394-50883494	0	1
chr5:51013055-51013155	1	0
chr5:52478067-52478167	0	0
chr5:52541201-52541301	0	1
chr5:52973390-52973490	0	0
chr5:53250534-53250634	0	0
chr5:54785036-54785136	0	0
chr5:55516082-55516182	1	0
chr5:56706143-56706243	1	0
chr5:58508509-58508609	1	0
chr5:60058424-60058524	0	1
chr5:60307719-60307819	1	0
chr5:60335198-60335298	0	0
chr5:63460480-63460580	0	0
chr5:63704665-63704765	0	0
chr5:65946675-65946775	0	1
chr5:67162546-67162646	1	0
chr5:67516502-67516602	0	0
chr5:69957573-69957673	0	1
chr5:71681447-71681547	0	0
chr5:72640747-72640847	1	0
chr5:73182136-73182236	0	1
chr5:75371009-75371109	0	0
chr5:78916069-78916169	0	0
chr5:80139044-80139144	1	0
chr5:80999909-81000009	0	0
chr5:81699651-81699751	1	0
chr5:83025794-83025894	0	1
chr5:84351653-84351753	1	0
chr5:84387434-84387534	1	0
chr5:84628949-84629049	0	0
chr5:86272080-86272180	0	1
chr5:87217394-87217494	0	1
chr5:87840725-87840825	0	1
chr5:88078546-88078646	0	1
chr5:88371675-88371775	0	1
chr5:90192731-90192831	0	1
chr5:90489895-90489995	1	0
chr5:90793141-90793241	0	1
chr5:90931419-90931519	0	1
chr5:91185356-91185456	0	1
chr5:91676768-91676868	0	0
chr5:92579178-92579278	0	1
chr5:96481260-96481360	1	0
chr5:96602415-96602515	0	0
chr5:98359217-98359317	0	0
chr5:99821577-99821677	0	0
chr5:100902190-100902290	0	0
chr5:101663884-101663984	1	0
chr5:103623406-103623506	0	0
chr5:104952722-104952822	1	0
chr5:106330455-106330555	0	1
chr5:106650993-106651093	1	0
chr5:107813103-107813203	0	0
chr5:108162567-108162667	0	1
chr5:108387378-108387478	0	1
chr5:109207818-109207918	0	1
chr5:109325014-109325114	0	0
chr5:110366078-110366178	0	0
chr5:110388722-110388822	0	0
chr5:110981395-110981495	0	0
chr5:111955468-111955568	1	0
chr5:112107883-112107983	1	0
chr5:113053515-113053615	1	0
chr5:113613562-113613662	0	0
chr5:113666456-113666556	1	0
chr5:114171904-114172004	1	0
chr5:117465997-117466097	0	0
chr5:117873555-117873655	1	0
chr5:118271630-118271730	1	0
chr5:119192724-119192824	0	0
chr5:119640227-119640327	1	0
chr5:120949214-120949314	0	0
chr5:122533994-122534094	0	0
chr5:122793579-122793679	0	1
chr5:123476825-123476925	0	0
chr5:125721047-125721147	0	1
chr5:126385127-126385227	0	0
chr5:127682807-127682907	0	0
chr5:127843639-127843739	1	0
chr5:129108955-129109055	1	0
chr5:131055493-131055593	1	0
chr5:131260534-131260634	0	0
chr5:131280330-131280430	1	0
chr5:131495428-131495528	0	1
chr5:135708087-135708187	0	0
chr5:141287624-141287724	0	1
chr5:141637987-141638087	1	0
chr5:143931456-143931556	0	1
chr5:148378706-148378806	1	0
chr5:151070424-151070524	0	0
chr6:3846683-3846783	1	0
chr6:5537296-5537396	1	0
chr6:8159924-8160024	0	0
chr6:8337803-8337903	0	1
chr6:9479883-9479983	0	1
chr6:9986101-9986201	1	0
chr6:10173292-10173392	0	1
chr6:10881538-10881638	1	0
chr6:11012511-11012611	1	0
chr6:11466432-11466532	0	1
chr6:12024701-12024801	1	0
chr6:12108471-12108571	0	1
chr6:12343153-12343253	0	1
chr6:12814960-12815060	1	0
chr6:13245416-13245516	1	0
chr6:13821942-13822042	1	0
chr6:14278434-14278534	0	0
chr6:14862775-14862875	1	0
chr6:15745033-15745133	0	1
chr6:15773346-15773446	0	1
chr6:15804882-15804982	1	0
chr6:16210975-16211075	0	0
chr6:17879637-17879737	1	0
chr6:17927930-17928030	1	0
chr6:18036830-18036930	1	0
chr6:20160089-20160189	0	0
chr6:20551395-20551495	1	0
chr6:21505923-21506023	0	1
chr6:21821988-21822088	0	0
chr6:22651437-22651537	0	1
chr6:22939153-22939253	1	0
chr6:23377463-23377563	0	1
chr6:24363939-24364039	0	0
chr6:25146446-25146546	0	1
chr6:25894662-25894762	1	0
chr6:26967131-26967231	1	0
chr6:27217537-27217637	0	1
chr6:27443906-27444006	1	0
chr6:27518707-27518807	0	0
chr6:27790896-27790996	1	0
chr6:31455714-31455814	0	1
chr6:31943533-31943633	0	1
chr6:32833091-32833191	0	1
chr6:34788976-34789076	1	0
chr6:35008883-35008983	1	0
chr6:35051971-35052071	0	1
chr6:35055350-35055450	0	1
chr6:35440010-35440110	0	1
chr6:36069448-36069548	0	0
chr6:36502700-36502800	0	0
chr6:36999896-36999996	1	0
chr6:37883983-37884083	0	1
chr6:38368266-38368366	0	1
chr6:40428775-40428875	0	0
chr6:41050437-41050537	0	1
chr6:41892721-41892821	0	1
chr6:42621907-42622007	0	1
chr6:43398694-43398794	0	1
chr6:43671760-43671860	0	1
chr6:46840182-46840282	0	0
chr6:48112063-48112163	0	0
chr6:48268927-48269027	0	0
chr6:48657494-48657594	1	0
chr6:49077578-49077678	1	0
chr6:49569662-49569762	0	0
chr6:50304746-50304846	0	1
chr6:50414820-50414920	0	0
chr6:51576263-51576363	0	0
chr6:51833945-51834045	1	0
chr6:51942256-51942356	0	1
chr6:52046269-52046369	0	1
chr6:52516868-52516968	0	0
chr6:52698806-52698906	1	0
chr6:55096502-55096602	0	1
chr6:55626980-55627080	0	0
chr6:56449792-56449892	0	1
chr6:56778720-56778820	0	0
chr6:57095710-57095810	0	1
chr6:57912634-57912734	0	1
chr6:58052144-58052244	0	1
chr6:59425712-59425812	0	1
chr6:61741140-61741240	1	0
chr6:61859223-61859323	1	0
chr6:62485186-62485286	1	0
chr6:63852928-63853028	0	1
chr6:64903280-64903380	0	1
chr6:65459766-65459866	1	0
chr6:65516655-65516755	1	0
chr6:69390348-69390448	0	1
chr6:69761368-69761468	0	0
chr6:70051464-70051564	0	1
chr6:70175310-70175410	1	0
chr6:70340328-70340428	0	0
chr6:70893493-70893593	0	0
chr6:71303309-71303409	0	0
chr6:72041672-72041772	0	1
chr6:72211395-72211495	0	0
chr6:75993697-75993797	0	1
chr6:76220495-76220595	0	0
chr6:76414186-76414286	0	0
chr6:76631251-76631351	0	0
chr6:78361805-78361905	0	1
chr6:78575116-78575216	0	1
chr6:80148401-80148501	0	1
chr6:80285210-80285310	1	0
chr6:80318845-80318945	1	0
chr6:81107833-81107933	1	0
chr6:81620300-81620400	0	0
chr6:82992812-82992912	0	0
chr6:83670978-83671078	1	0
chr6:84191817-84191917	0	0
chr6:84198612-84198712	0	0
chr6:85319857-85319957	0	0
chr6:86120284-86120384	0	1
chr6:87010968-87011068	1	0
chr6:88956478-88956578	0	1
chr6:90773966-90774066	0	0
chr6:93164862-93164962	0	0
chr6:93854808-93854908	0	0
chr6:95144850-95144950	1	0
chr6:95529592-95529692	0	1
chr6:96163300-96163400	1	0
chr6:97052425-97052525	0	1
chr6:98550635-98550735	0	1
chr6:99099704-99099804	1	0
chr6:100540560-100540660	0	1
chr6:101921674-101921774	1	0
chr6:101923480-101923580	0	0
chr6:102238918-102239018	0	1
chr6:102440686-102440786	1	0
chr6:103290253-103290353	0	1
chr6:106092852-106092952	1	0
chr6:106191426-106191526	1	0
chr6:106237477-106237577	1	0
chr6:106394328-106394428	0	1
chr6:107587582-107587682	0	1
chr6:108300013-108300113	1	0
chr6:108714945-108715045	0	0
chr6:110594155-110594255	0	0
chr6:110807928-110808028	0	0
chr6:111511531-111511631	1	0
chr6:113708271-113708371	1	0
chr6:114135970-114136070	0	0
chr6:115137039-115137139	0	0
chr6:115202248-115202348	0	1
chr6:116002366-116002466	0	0
chr6:116204648-116204748	0	0
chr6:116561424-116561524	0	1
chr6:117393581-117393681	0	0
chr6:117967151-117967251	0	0
chr6:119820948-119821048	0	1
chr6:121672768-121672868	0	0
chr6:121761270-121761370	0	0
chr6:122527845-122527945	0	1
chr6:127095929-127096029	0	0
chr6:127566905-127567005	0	0
chr6:128793804-128793904	0	1
chr6:131422442-131422542	0	1
chr6:132859512-132859612	1	0
chr6:136458250-136458350	0	0
chr6:137476159-137476259	0	1
chr6:138034197-138034297	0	0
chr6:138463794-138463894	1	0
chr6:138653544-138653644	1	0
chr6:139576905-139577005	1	0
chr6:140756956-140757056	0	0
chr6:143093120-143093220	1	0
chr6:144521939-144522039	1	0
chr6:145283559-145283659	1	0
chr6:148018742-148018842	1	0
chr6:149002159-149002259	1	0
chr6:149470491-149470591	1	0
chr7:5466-5566	0	0
chr7:765105-765205	0	0
chr7:1165517-1165617	0	0
chr7:3000307-3000407	0	0
chr7:4169196-4169296	0	0
chr7:5626161-5626261	0	0
chr7:6964939-6965039	0	0
chr7:7222851-7222951	1	0
chr7:9143849-9143949	0	0
chr7:11851056-11851156	0	1
chr7:13252038-13252138	0	0
chr7:13857348-13857448	0	1
chr7:14384851-14384951	1	0
chr7:16071401-16071501	0	0
chr7:17922147-17922247	0	1
chr7:21136657-21136757	0	0
chr7:21377735-21377835	0	0
chr7:21875276-21875376	0	0
chr7:29285325-29285425	0	0
chr7:29581600-29581700	0	0
chr7:31154501-31154601	0	0
chr7:35684476-35684576	1	0
chr7:35857450-35857550	1	0
chr7:37632547-37632647	0	0
chr7:41065785-41065885	0	0
chr7:43634953-43635053	0	0
chr7:43846137-43846237	0	0
chr7:47304951-47305051	0	0
chr7:47533685-47533785	1	0
chr7:51008724-51008824	0	0
chr7:53726105-53726205	0	1
chr7:55655032-55655132	0	0
chr7:57481046-57481146	0	0
chr7:57880726-57880826	0	0
chr7:57983210-57983310	0	0
chr7:59312099-59312199	1	0
chr7:61709420-61709520	0	1
chr7:61873711-61873811	0	1
chr7:63534849-63534949	0	1
chr7:64434081-64434181	0	0
chr7:64484687-64484787	0	1
chr7:65963155-65963255	0	0
chr7:66504115-66504215	1	0
chr7:66582828-66582928	0	1
chr7:66671758-66671858	0	0
chr7:67276350-67276450	0	1
chr7:67456693-67456793	0	0
chr7:68854941-68855041	0	0
chr7:70683366-70683466	1	0
chr7:70709064-70709164	0	1
chr7:71452184-71452284	0	1
chr7:74315358-74315458	0	0
chr7:75262856-75262956	0	1
chr7:76014102-76014202	1	0
chr7:76075872-76075972	0	0
chr7:76901811-76901911	1	0
chr7:76969172-76969272	0	0
chr7:78276934-78277034	0	1
chr7:78314033-78314133	0	0
chr7:78898607-78898707	0	1
chr7:78974513-78974613	0	1
chr7:79031241-79031341	1	0
chr7:79163536-79163636	0	1
chr7:81185775-81185875	0	0
chr7:82334335-82334435	0	1
chr7:83024608-83024708	0	0
chr7:83263689-83263789	1	0
chr7:84354190-84354290	1	0
chr7:84425620-84425720	1	0
chr7:84949959-84950059	1	0
chr7:88529500-88529600	0	1
chr7:88660652-88660752	0	0
chr7:89038062-89038162	0	0
chr7:89966016-89966116	0	1
chr7:91817391-91817491	0	1
chr7:91883445-91883545	0	1
chr7:92079129-92079229	0	1
chr7:92865907-92866007	0	0
chr7:92987413-92987513	0	0
chr7:93119168-93119268	0	1
chr7:93189303-93189403	0	1
chr7:93669161-93669261	1	0
chr7:94260405-94260505	1	0
chr7:94262648-94262748	0	1
chr7:95001686-95001786	1	0
chr7:96005245-96005345	1	0
chr7:96325447-96325547	1	0
chr7:96663825-96663925	0	1
chr7:97301375-97301475	0	1
chr7:98128793-98128893	0	0
chr7:98159297-98159397	1	0
chr7:98378648-98378748	1	0
chr7:98687672-98687772	1	0
chr7:98853160-98853260	1	0
chr7:100152349-100152449	1	0
chr7:102142883-102142983	1	0
chr7:102256704-102256804	0	0
chr7:103776752-103776852	1	0
chr7:104330686-104330786	0	1
chr7:104751631-104751731	0	1
chr7:106632584-106632684	1	0
chr7:107236609-107236709	0	1
chr7:107529311-107529411	0	1
chr7:108981695-108981795	1	0
chr7:110284696-110284796	0	0
chr7:110651589-110651689	1	0
chr7:110730294-110730394	1	0
chr7:111838024-111838124	1	0
chr7:112976086-112976186	0	1
chr7:115574891-115574991	0	1
chr7:116021724-116021824	0	1
chr7:116268145-116268245	0	0
chr7:116811638-116811738	0	0
chr7:117571249-117571349	1	0
chr7:117838618-117838718	0	1
chr7:119140974-119141074	0	0
chr7:120489952-120490052	1	0
chr7:120500345-120500445	1	0
chr7:120506724-120506824	1	0
chr7:121501917-121502017	0	1
chr7:123468569-123468669	0	0
chr7:124373640-124373740	0	0
chr7:124420774-124420874	1	0
chr7:126948438-126948538	0	1
chr7:127356906-127357006	1	0
chr7:127463939-127464039	0	1
chr7:129812936-129813036	1	0
chr7:131277459-131277559	1	0
chr7:132100617-132100717	0	0
chr7:132739904-132740004	0	1
chr7:135347855-135347955	1	0
chr7:135445831-135445931	0	1
chr7:135559610-135559710	0	0
chr7:136642867-136642967	0	0
chr7:137319671-137319771	1	0
chr7:137533970-137534070	1	0
chr7:138938674-138938774	0	0
chr7:139548514-139548614	0	1
chr7:139652496-139652596	0	0
chr7:139899008-139899108	0	0
chr7:140109009-140109109	1	0
chr7:140132951-140133051	1	0
chr7:144135912-144136012	0	0
chr7:144231616-144231716	1	0
chr7:145105943-145106043	1	0
chr7:148082902-148083002	1	0
chr7:149555332-149555432	1	0
chr8:41598-41698	0	0
chr8:475670-475770	0	0
chr8:1727113-1727213	0	0
chr8:1984836-1984936	0	0
chr8:1994391-1994491	0	0
chr8:2009237-2009337	0	0
chr8:2700206-2700306	0	0
chr8:3782687-3782787	0	0
chr8:4012042-4012142	0	0
chr8:4445337-4445437	0	1
chr8:4718171-4718271	0	0
chr8:4816430-4816530	0	1
chr8:6527282-6527382	0	1
chr8:7062534-7062634	1	0
chr8:7179256-7179356	0	1
chr8:8599278-8599378	1	0
chr8:8753506-8753606	0	1
chr8:8924240-8924340	1	0
chr8:9235887-9235987	0	0
chr8:9684169-9684269	0	1
chr8:10125039-10125139	1	0
chr8:10338155-10338255	0	1
chr8:10477973-10478073	0	0
chr8:10599712-10599812	0	0
chr8:10817123-10817223	1	0
chr8:12206486-12206586	1	0
chr8:15005598-15005698	0	1
chr8:15371608-15371708	0	0
chr8:17419293-17419393	1	0
chr8:17654271-17654371	1	0
chr8:18107077-18107177	1	0
chr8:19040576-19040676	0	0
chr8:24698742-24698842	0	0
chr8:25133877-25133977	1	0
chr8:27509895-27509995	0	0
chr8:29077793-29077893	0	1
chr8:29276256-29276356	0	0
chr8:30681545-30681645	0	0
chr8:32705922-32706022	0	1
chr8:32857545-32857645	0	1
chr8:33001933-33002033	0	1
chr8:35908776-35908876	0	1
chr8:35955502-35955602	0	1
chr8:37019621-37019721	0	1
chr8:38596073-38596173	0	0
chr8:39390674-39390774	0	0
chr8:40726605-40726705	0	0
chr8:40998437-40998537	1	0
chr8:41722750-41722850	0	0
chr8:42177780-42177880	1	0
chr8:47266776-47266876	0	1
chr8:48508937-48509037	1	0
chr8:50398250-50398350	0	1
chr8:50784216-50784316	0	0
chr8:54367195-54367295	0	0
chr8:55244812-55244912	1	0
chr8:58277170-58277270	0	1
chr8:58479150-58479250	1	0
chr8:59066078-59066178	0	1
chr8:59382017-59382117	0	0
chr8:59661096-59661196	1	0
chr8:61046111-61046211	0	1
chr8:61362956-61363056	1	0
chr8:62000372-62000472	0	1
chr8:62898486-62898586	0	0
chr8:63867053-63867153	1	0
chr8:63932308-63932408	0	1
chr8:64109863-64109963	1	0
chr8:65422447-65422547	0	1
chr8:65717773-65717873	0	1
chr8:65854969-65855069	0	1
chr8:66006392-66006492	1	0
chr8:66150562-66150662	0	1
chr8:66199311-66199411	1	0
chr8:66614260-66614360	1	0
chr8:66818766-66818866	0	1
chr8:67139175-67139275	0	0
chr8:68056776-68056876	0	1
chr8:68651608-68651708	0	1
chr8:68847409-68847509	0	1
chr8:69261962-69262062	0	0
chr8:69806896-69806996	1	0
chr8:71022595-71022695	1	0
chr8:71176405-71176505	0	0
chr8:71863126-71863226	0	0
chr8:71914250-71914350	0	1
chr8:72008896-72008996	1	0
chr8:72049280-72049380	0	1
chr8:73679751-73679851	0	1
chr8:75259976-75260076	0	0
chr8:75728366-75728466	0	1
chr8:75820125-75820225	0	0
chr8:76742960-76743060	1	0
chr8:77038188-77038288	0	1
chr8:77982491-77982591	0	1
chr8:78338794-78338894	0	0
chr8:79139208-79139308	1	0
chr8:80505328-80505428	1	0
chr8:81274291-81274391	1	0
chr8:82458757-82458857	0	1
chr8:83009967-83010067	0	1
chr8:83264092-83264192	0	1
chr8:83613250-83613350	0	0
chr8:83684169-83684269	1	0
chr8:83882623-83882723	1	0
chr8:84153417-84153517	1	0
chr8:87187054-87187154	0	0
chr8:87804836-87804936	1	0
chr8:89507559-89507659	0	0
chr8:89729041-89729141	0	0
chr8:89985087-89985187	1	0
chr8:91252522-91252622	0	1
chr8:91723425-91723525	1	0
chr8:94759934-94760034	1	0
chr8:95786987-95787087	0	0
chr8:96520283-96520383	0	1
chr8:98156450-98156550	1	0
chr8:98616149-98616249	1	0
chr8:99229854-99229954	1	0
chr8:99273915-99274015	0	1
chr8:99786660-99786760	0	1
chr8:100343302-100343402	0	1
chr8:101392749-101392849	0	0
chr8:101804954-101805054	1	0
chr8:102432993-102433093	0	0
chr8:103529889-103529989	0	0
chr8:104185995-104186095	0	0
chr8:104939833-104939933	1	0
chr8:106519349-106519449	1	0
chr8:107066736-107066836	1	0
chr8:108526787-108526887	0	1
chr8:109010692-109010792	0	0
chr8:110406698-110406798	1	0
chr8:110892129-110892229	0	0
chr8:111744191-111744291	1	0
chr8:111876326-111876426	1	0
chr8:111948797-111948897	0	0
chr8:112647353-112647453	0	0
chr8:112877576-112877676	1	0
chr8:115273555-115273655	1	0
chr8:115388898-115388998	0	0
chr8:116302627-116302727	1	0
chr8:119486609-119486709	0	1
chr8:120163074-120163174	0	0
chr8:122805986-122806086	1	0
chr8:123680624-123680724	0	0
chr8:124958010-124958110	0	0
chr8:128130145-128130245	1	0
chr8:128410546-128410646	1	0
chr8:128827270-128827370	1	0
chr8:129472999-129473099	0	1
chr8:130025242-130025342	1	0
chr8_random:719577-719677	0	1
chr9:82434-82534	0	0
chr9:3592528-3592628	0	1
chr9:4455001-4455101	0	1
chr9:4505214-4505314	0	1
chr9:4986592-4986692	0	1
chr9:6110071-6110171	0	1
chr9:6248176-6248276	0	1
chr9:6371501-6371601	0	1
chr9:7172108-7172208	1	0
chr9:7258431-7258531	0	0
chr9:8515999-8516099	0	1
chr9:9875944-9876044	0	1
chr9:10582700-10582800	0	1
chr9:10806295-10806395	1	0
chr9:11311495-11311595	0	1
chr9:11837617-11837717	0	1
chr9:11978967-11979067	1	0
chr9:12480750-12480850	1	0
chr9:14079735-14079835	0	1
chr9:14249936-14250036	1	0
chr9:14347284-14347384	1	0
chr9:14925771-14925871	1	0
chr9:15131775-15131875	0	0
chr9:15191259-15191359	0	0
chr9:16238352-16238452	1	0
chr9:17357866-17357966	0	1
chr9:17541276-17541376	0	0
chr9:17616935-17617035	0	1
chr9:18373784-18373884	1	0
chr9:18374841-18374941	1	0
chr9:19522453-19522553	1	0
chr9:20238887-20238987	0	0
chr9:23761903-23762003	1	0
chr9:24160625-24160725	0	1
chr9:24853353-24853453	0	0
chr9:24937080-24937180	0	1
chr9:25139133-25139233	1	0
chr9:25567936-25568036	0	0
chr9:27241763-27241863	0	0
chr9:28520542-28520642	1	0
chr9:28975796-28975896	0	1
chr9:29387056-29387156	0	1
chr9:29677047-29677147	1	0
chr9:30327408-30327508	0	0
chr9:31869527-31869627	0	1
chr9:33313400-33313500	0	1
chr9:33577569-33577669	1	0
chr9:34078983-34079083	0	1
chr9:35401215-35401315	1	0
chr9:35562882-35562982	0	1
chr9:35579184-35579284	0	1
